job,template_testing,fit_phi_hash,ridge_hash,energy_hash,fit_phi_reused,ridge_reused,energy_reused,fit_phi_artifact_path,ridge_artifact_path,energy_artifact_path,energy_path
ridge_ThermusDarTAF,test_ThermusDarTAF,4e70d4c92a47704a,b145ebb49b58a87c,4495732bd3a56f57,False,False,False,/home/hfan7/IDEA/IDEA_Model/runs_strategy2/cache/testing/fit_ridge_ThermusDarTAF__4e70d4c92a47704a,/home/hfan7/IDEA/IDEA_Model/runs_strategy2/cache/ridge/ridge_ThermusDarTAF__b145ebb49b58a87c,/home/hfan7/IDEA/IDEA_Model/runs_strategy2/cache/energy/ridge_ThermusDarTAF__4495732bd3a56f57,/home/hfan7/IDEA/IDEA_Model/runs_strategy2/cache/energy/ridge_ThermusDarTAF__4495732bd3a56f57/Energy_mg.txt
