job,template_testing,fit_phi_hash,ridge_hash,energy_hash,fit_phi_reused,ridge_reused,energy_reused,fit_phi_artifact_path,ridge_artifact_path,energy_artifact_path,energy_path
ridge_ThermusDarTAF,test_ThermusDarTAF,4e70d4c92a47704a,def6cd9eb154e50d,9c7320312eb36f78,False,False,False,/home/hfan7/IDEA/IDEA_Model/runs_strategy2/cache/testing/fit_ridge_ThermusDarTAF__4e70d4c92a47704a,/home/hfan7/IDEA/IDEA_Model/runs_strategy2/cache/ridge/ridge_ThermusDarTAF__def6cd9eb154e50d,/home/hfan7/IDEA/IDEA_Model/runs_strategy2/cache/energy/ridge_ThermusDarTAF__9c7320312eb36f78,/home/hfan7/IDEA/IDEA_Model/runs_strategy2/cache/energy/ridge_ThermusDarTAF__9c7320312eb36f78/Energy_mg.txt
