job,training,testing,training_hash,testing_hash,energy_hash,training_reused,testing_reused,energy_reused,training_artifact_path,testing_artifact_path,energy_artifact_path,energy_path
train_ThermusDarTAF__test_ThermusDarTAF,train_ThermusDarTAF,test_ThermusDarTAF,5383d22b457f2f9c,3949d0743f39b83f,a23dc202ec9e46ab,False,False,False,/home/hfan7/IDEA/IDEA_Model/runs/cache/training/train_ThermusDarTAF__5383d22b457f2f9c,/home/hfan7/IDEA/IDEA_Model/runs/cache/testing/test_ThermusDarTAF__3949d0743f39b83f,/home/hfan7/IDEA/IDEA_Model/runs/cache/energy/train_ThermusDarTAF__test_ThermusDarTAF__a23dc202ec9e46ab,/home/hfan7/IDEA/IDEA_Model/runs/cache/energy/train_ThermusDarTAF__test_ThermusDarTAF__a23dc202ec9e46ab/Energy_mg.txt
