job,training,testing,training_hash,testing_hash,energy_hash,training_reused,testing_reused,energy_reused,training_artifact_path,testing_artifact_path,energy_artifact_path,energy_path
train_8K8D__test_8K8D,train_8K8D,test_8K8D,b21faa35a80cc4bb,f42800dee903c719,4193f7473be010e5,False,False,False,/home/hfan7/IDEA/IDEA_Model/runs/cache/training/train_8K8D__b21faa35a80cc4bb,/home/hfan7/IDEA/IDEA_Model/runs/cache/testing/test_8K8D__f42800dee903c719,/home/hfan7/IDEA/IDEA_Model/runs/cache/energy/train_8K8D__test_8K8D__4193f7473be010e5,/home/hfan7/IDEA/IDEA_Model/runs/cache/energy/train_8K8D__test_8K8D__4193f7473be010e5/Energy_mg.txt
